Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
WN,931,DEN,BOI,2,1230,125,1
OO,6393,DEN,FSD,2,1233,85,0
AA,1808,MIA,DEN,2,1235,270,0
EV,4989,CVG,DEN,2,1235,186,0
WN,2254,DEN,MDW,2,1235,130,0
UA,377,DEN,OKC,2,1239,98,0
WN,283,DEN,SNA,2,1245,150,1
WN,691,DEN,PHX,2,1245,115,1
OO,6702,DEN,FAR,2,1249,111,1
CO,299,IAH,DEN,2,1255,149,1
WN,625,PHX,DEN,2,1255,110,1
WN,1108,DEN,ABQ,2,1260,75,1
OO,6581,DEN,COS,2,1265,33,0
B6,97,JFK,DEN,2,1270,272,1
F9,173,DEN,TUS,2,1270,113,0
F9,266,DEN,SNA,2,1270,140,0
F9,511,DEN,SEA,2,1270,174,1
F9,589,DEN,SLC,2,1270,85,1
F9,725,DEN,SAN,2,1270,139,0
F9,797,DEN,PDX,2,1270,162,1
F9,861,DEN,PHX,2,1271,108,0
F9,419,DEN,LAX,2,1275,149,1
F9,667,DEN,SFO,2,1275,156,0
UA,593,DEN,SNA,2,1276,144,0
OO,6633,DEN,TUS,2,1280,114,0
F9,305,DEN,GEG,2,1285,142,0
F9,789,DEN,LAS,2,1285,113,0
OO,6353,DEN,RKS,2,1285,75,0
OO,6686,DEN,BIS,2,1285,94,0
OO,6538,DEN,IDA,2,1286,98,0
OO,7054,DEN,SLC,2,1289,91,0
OO,6737,DEN,FAT,2,1290,148,0
UA,815,DEN,LAX,2,1290,159,0
WN,632,MDW,DEN,2,1290,165,1
OO,6725,DEN,PSC,2,1292,146,0
UA,467,DEN,SJC,2,1292,164,0
OO,6561,DEN,GTF,2,1293,118,0
OO,6922,DEN,MTJ,2,1294,56,0
UA,271,DEN,ONT,2,1294,145,0
OO,6924,DEN,HDN,2,1295,51,0
OO,6938,DEN,GJT,2,1296,52,0
UA,423,DEN,SFO,2,1296,166,0
OO,6680,DEN,ASE,2,1298,47,0
OO,6868,DEN,BOI,2,1299,122,0
UA,419,DEN,PDX,2,1299,177,0
UA,509,DEN,SEA,2,1299,183,0
UA,9,DEN,SAN,2,1299,147,0
AA,1069,DFW,DEN,2,1300,120,0
DL,2017,ATL,DEN,2,1300,218,1
OO,6357,DEN,EGE,2,1300,46,0
WN,2545,DEN,OAK,2,1300,165,0
WN,549,DEN,PHX,2,1300,120,1
WN,864,DEN,SAN,2,1300,145,1
OO,6481,DEN,ICT,2,1301,77,0
OO,6637,DEN,BZN,2,1302,109,0
UA,258,DEN,ORD,2,1302,136,0
UA,663,DEN,LAS,2,1302,122,0
OO,6739,DEN,ELP,2,1303,102,1
OO,6715,DEN,MSO,2,1304,135,0
OO,6468,DEN,CPR,2,1305,62,1
OO,6910,DEN,ABQ,2,1305,72,0
UA,465,DEN,BIL,2,1305,93,0
UA,485,DEN,SMF,2,1305,157,0
WN,2550,DEN,LAS,2,1305,120,1
WN,829,DEN,SFO,2,1305,175,0
OO,6819,DEN,HLN,2,1306,114,0
OO,6746,DEN,RAP,2,1307,70,1
OO,6712,DEN,DRO,2,1308,62,0
OO,6624,DEN,RNO,2,1309,139,1
OO,6659,DEN,COS,2,1310,35,0
UA,525,DEN,PHX,2,1310,121,0
UA,533,IAD,DEN,2,1311,248,0
DL,2522,MSP,DEN,2,1320,124,1
FL,309,ATL,DEN,2,1340,215,0
UA,42,HNL,DEN,2,1380,423,0
AA,1488,DEN,MIA,2,1435,220,1
US,498,DEN,CLT,3,55,179,0
B6,98,DEN,JFK,3,59,213,0
UA,576,SEA,DEN,3,331,159,0
OO,6644,TUS,DEN,3,333,112,0
OO,6738,BZN,DEN,3,345,107,0
UA,756,SFO,DEN,3,348,158,0
EV,7378,DEN,CVG,3,360,158,1
OO,6266,EUG,DEN,3,360,155,1
OO,6285,MFR,DEN,3,360,155,1
OO,6482,MRY,DEN,3,360,146,0
OO,6586,PSP,DEN,3,360,131,0
OO,6682,SBA,DEN,3,360,142,0
OO,6974,SLC,DEN,3,360,93,1
UA,154,PDX,DEN,3,360,146,0
UA,18,LAX,DEN,3,360,146,0
UA,384,IAH,DEN,3,360,150,0
UA,410,SMF,DEN,3,360,142,0
UA,532,DEN,ORD,3,360,141,0
UA,707,ORD,DEN,3,360,160,0
UA,740,OAK,DEN,3,360,146,0
WN,109,MSY,DEN,3,360,180,0
WN,1929,LAX,DEN,3,360,135,0
WN,2529,IND,DEN,3,360,185,0
WN,647,PHX,DEN,3,360,105,0
WN,735,IAD,DEN,3,360,240,1
WN,748,SMF,DEN,3,360,145,0
OO,6497,BFL,DEN,3,362,144,0
OO,6749,RAP,DEN,3,362,76,0
OO,7052,DRO,DEN,3,362,76,0
UA,59,DEN,SFO,3,362,167,0
AA,1002,DEN,DFW,3,365,125,0
OO,6558,RNO,DEN,3,365,129,0
OO,6722,PSC,DEN,3,365,139,1
UA,112,ONT,DEN,3,365,139,0
WN,1461,DEN,LAS,3,365,120,0
WN,1481,BNA,DEN,3,365,185,0
WN,1687,STL,DEN,3,365,150,1
WN,1945,SEA,DEN,3,365,160,1
WN,2885,LAS,DEN,3,365,115,0
WN,317,MDW,DEN,3,365,170,1
F9,653,ATL,DEN,3,370,201,1
OO,6674,FAT,DEN,3,370,134,0
WN,1762,OAK,DEN,3,370,155,0
WN,3684,SAT,DEN,3,370,145,0
WN,380,SFO,DEN,3,370,155,1
WN,682,AUS,DEN,3,370,140,0
UA,791,LAS,DEN,3,371,120,0
UA,894,DEN,LAX,3,371,159,0
UA,871,MCI,DEN,3,372,118,0
UA,243,MSP,DEN,3,373,139,0
UA,812,GEG,DEN,3,373,133,0
DL,1408,DEN,MSP,3,375,129,0
DL,1516,DEN,ATL,3,375,170,0
F9,103,MSP,DEN,3,375,131,1
F9,192,DAY,DEN,3,375,189,1
F9,285,STL,DEN,3,375,144,0
F9,38,SEA,DEN,3,375,154,1
F9,496,CAK,DEN,3,375,202,0
FL,300,DEN,ATL,3,375,170,0
UA,33,DFW,DEN,3,375,136,0
WN,1400,DEN,MDW,3,375,145,0
WN,840,DEN,PHX,3,375,120,0
OO,6438,GJT,DEN,3,378,60,0
OO,7037,CPR,DEN,3,378,69,1
UA,484,SAN,DEN,3,378,149,0
UA,988,DSM,DEN,3,379,127,1
F9,650,SFO,DEN,3,380,150,0
OO,6460,HDN,DEN,3,380,67,0
OO,6701,FAR,DEN,3,380,128,0
UA,658,SJC,DEN,3,380,156,0
WN,1472,DEN,LAX,3,380,155,0
WN,496,PDX,DEN,3,380,145,1
OO,6727,MTJ,DEN,3,384,63,0
F9,71,DTW,DEN,3,385,189,1
F9,790,PDX,DEN,3,385,144,1
WN,264,DEN,STL,3,385,120,0
WN,734,DEN,MCI,3,385,105,0
UA,491,OKC,DEN,3,387,113,0
OO,6564,COS,DEN,3,389,49,0
F9,416,LAX,DEN,3,390,140,0
F9,510,SAN,DEN,3,390,143,0
WN,1254,TUS,DEN,3,390,115,0
WN,2459,OKC,DEN,3,390,100,0
WN,324,GEG,DEN,3,390,135,0
WN,459,ONT,DEN,3,390,135,0
UA,268,OMA,DEN,3,393,107,0
AA,1399,DEN,ORD,3,395,155,0
F9,304,GEG,DEN,3,395,130,0
F9,855,DEN,PHX,3,395,110,0
WN,134,SAN,DEN,3,395,140,1
WN,200,BWI,DEN,3,395,255,1
WN,690,DEN,BWI,3,395,205,0
WN,752,HOU,DEN,3,395,155,1
OO,6293,FSD,DEN,3,398,102,0
UA,875,ICT,DEN,3,399,101,1
F9,110,DEN,MSP,3,400,117,0
F9,366,DEN,MKE,3,400,133,0
OO,6540,BIS,DEN,3,400,107,1
UA,471,TUL,DEN,3,400,110,0
WN,1122,DTW,DEN,3,400,200,1
WN,1615,MSP,DEN,3,400,140,1
WN,973,SJC,DEN,3,400,145,1
AA,393,DFW,DEN,3,405,125,1
F9,265,SNA,DEN,3,405,145,0
F9,822,MCI,DEN,3,405,110,1
F9,847,IND,DEN,3,405,169,1
OO,4668,SLC,DEN,3,405,85,1
OO,6816,SGF,DEN,3,405,131,0
WN,153,LAS,DEN,3,405,115,0
WN,356,DEN,HOU,3,405,145,0
OO,6764,LNK,DEN,3,408,97,0
US,62,DEN,CLT,3,410,189,0
WN,1546,DEN,SAN,3,410,150,0
WN,661,PHX,DEN,3,410,110,0
UA,323,PHL,DEN,3,415,271,0
F9,128,DEN,DFW,3,420,110,0
F9,401,DEN,LAX,3,420,145,0
F9,766,LAS,DEN,3,420,110,0
F9,815,DEN,MCI,3,420,93,0
OO,6647,ASE,DEN,3,420,55,0
UA,415,MSY,DEN,3,420,186,0
UA,440,SNA,DEN,3,420,155,0
WN,1006,BOI,DEN,3,420,110,0
WN,598,MCI,DEN,3,420,120,0
WN,605,DEN,SLC,3,420,95,1
OO,6656,JAC,DEN,3,423,87,0
UA,144,SFO,DEN,3,423,165,0
UA,264,PHX,DEN,3,424,111,0
US,484,DEN,PHL,3,425,210,0
UA,386,SEA,DEN,3,427,168,0
OO,6394,FCA,DEN,3,428,130,0
UA,445,BWI,DEN,3,433,250,0
OO,6530,COD,DEN,3,434,82,1
B6,495,BOS,DEN,3,435,280,0
DL,1709,MSP,DEN,3,435,135,0
OO,4597,DEN,SLC,3,435,97,0
OO,6734,MSO,DEN,3,435,123,1
UA,328,LAX,DEN,3,435,152,0
AA,1264,DEN,DFW,3,440,125,0
CO,199,IAH,DEN,3,440,157,0
WN,2807,OMA,DEN,3,440,100,0
WN,3512,SLC,DEN,3,440,90,1
WN,731,LAX,DEN,3,440,140,0
MQ,3004,DEN,LAX,3,445,160,0
OO,6550,TUS,DEN,3,445,116,0
OO,6867,BZN,DEN,3,445,107,0
UA,833,BOI,DEN,3,445,110,0
OO,6604,SLC,DEN,3,447,98,0
UA,300,RNO,DEN,3,448,140,0
UA,388,TPA,DEN,3,449,244,0
F9,728,DEN,DCA,3,450,196,0
OO,6600,GTF,DEN,3,450,112,0
UA,739,MCO,DEN,3,450,256,0
WN,965,DEN,MCO,3,450,210,0
UA,422,BIL,DEN,3,451,94,0
OO,6228,ELP,DEN,3,453,116,1
OO,6870,HLN,DEN,3,453,113,0
WN,2459,DEN,LAS,3,455,120,0
WN,2529,DEN,LAX,3,455,160,1
UA,270,ONT,DEN,3,459,148,0
AS,676,SEA,DEN,3,460,155,0
F9,383,FLL,DEN,3,460,268,1
OO,6668,IDA,DEN,3,460,102,0
OO,6676,FAT,DEN,3,460,143,0
OO,7028,COS,DEN,3,460,50,0
OO,6371,GCC,DEN,3,463,92,0
F9,170,TUS,DEN,3,465,108,1
F9,868,PHX,DEN,3,465,105,0
OO,6606,EGE,DEN,3,465,53,0
US,1521,CLT,DEN,3,465,225,0
WN,703,TUL,DEN,3,465,110,0
UA,20,SMF,DEN,3,466,153,0
UA,339,BOS,DEN,3,467,287,0
UA,743,PIT,DEN,3,467,228,1
F9,572,SLC,DEN,3,470,82,0
US,981,PHL,DEN,3,470,264,1
OO,7001,GUC,DEN,3,471,50,0
UA,848,SJC,DEN,3,473,164,0
OO,6625,DEN,BZN,3,475,110,0
UA,311,EWR,DEN,3,475,279,0
WN,682,DEN,PHX,3,475,125,0
OO,6698,PDX,DEN,3,477,145,0
AS,677,DEN,SEA,3,480,175,1
OO,6638,RKS,DEN,3,480,85,0
OO,6736,DEN,RAP,3,480,67,0
OO,6767,RAP,DEN,3,480,76,0
OO,7046,DRO,DEN,3,480,76,0
UA,316,SNA,DEN,3,480,152,0
UA,361,LGA,DEN,3,480,276,0
US,71,DEN,PHX,3,480,135,0
WN,1687,DEN,SLC,3,480,90,1
WN,2461,PHL,DEN,3,480,285,1
OO,6817,BUR,DEN,3,483,136,0
DL,1610,DEN,DTW,3,485,169,0
MQ,3815,ORD,DEN,3,485,160,1
OO,6583,DEN,COS,3,485,32,1
WN,3771,DEN,MDW,3,485,135,0
WN,912,SNA,DEN,3,485,140,0
UA,744,DEN,BOS,3,487,227,0
UA,738,DEN,MCO,3,488,213,0
OO,6593,DEN,BIL,3,490,95,0
OO,6742,ASE,DEN,3,490,55,0
UA,243,DEN,LAS,3,490,122,0
WN,647,DEN,TUL,3,490,90,0
OO,6982,DEN,CPR,3,492,57,1
UA,418,SAN,DEN,3,492,148,0
UA,491,DEN,PHX,3,492,129,0
UA,579,DSM,DEN,3,492,123,0
UA,988,DEN,LAX,3,492,154,0
F9,765,DEN,LAS,3,493,114,0
UA,228,DEN,DFW,3,493,119,0
UA,358,DEN,LGA,3,493,225,0
UA,869,DEN,SFO,3,494,176,0
F9,262,DEN,SNA,3,495,143,0
F9,847,DEN,SEA,3,495,176,1
OO,6447,HSV,DEN,3,495,197,0
OO,6860,DEN,ABQ,3,495,74,0
UA,471,DEN,SAN,3,495,148,0
WN,1678,BOS,DEN,3,495,295,1
F9,772,LAS,DEN,3,497,108,0
OO,6886,GJT,DEN,3,497,59,0
UA,977,IAD,DEN,3,499,255,0
DL,1517,ATL,DEN,3,500,213,0
OO,6837,DEN,DRO,3,500,62,0
OO,6880,DEN,SLC,3,500,101,0
UA,660,LAS,DEN,3,501,121,0
OO,7052,DEN,BOI,3,502,128,1
F9,791,DEN,PDX,3,503,169,0
OO,6555,DEN,GJT,3,504,58,0
CO,229,DEN,EWR,3,505,225,1
F9,225,DEN,SMF,3,505,154,1
F9,653,DEN,SFO,3,505,161,0
OO,7037,DEN,TUS,3,505,117,0
UA,43,IAH,DEN,3,505,161,0
WN,317,DEN,BOI,3,505,125,1
UA,752,DEN,BWI,3,506,205,0
OO,6876,DEN,PDX,3,507,172,1
OO,7044,DEN,OMA,3,509,84,0
UA,558,LAX,DEN,3,509,145,1
CO,398,DEN,IAH,3,510,141,0
F9,377,MKE,DEN,3,510,155,0
F9,386,DEN,FLL,3,510,227,1
F9,533,DEN,MDW,3,510,138,0
F9,557,DEN,SAN,3,510,142,0
OO,4590,SLC,DEN,3,510,85,1
UA,875,DEN,SEA,3,510,183,0
WN,160,FLL,DEN,3,510,280,1
OO,6731,MKE,DEN,3,511,185,1
AA,1534,DEN,DFW,3,515,120,0
F9,794,PDX,DEN,3,515,143,1
UA,758,SFO,DEN,3,515,149,1
WN,109,DEN,SEA,3,515,185,1
WN,1122,DEN,OAK,3,515,175,1
WN,1135,BDL,DEN,3,515,275,1
WN,1615,DEN,SFO,3,515,175,1
WN,2807,DEN,ONT,3,515,140,1
WN,598,DEN,GEG,3,515,150,1
WN,735,DEN,PDX,3,515,175,1
UA,581,DEN,IAD,3,517,198,1
UA,910,DEN,ORD,3,517,143,0
F9,505,LGA,DEN,3,520,272,0
OO,6215,DEN,OKC,3,520,90,0
WN,1481,DEN,SAN,3,520,145,1
WN,752,DEN,SNA,3,520,155,1
UA,369,SAT,DEN,3,522,144,1
OO,6664,MSO,DEN,3,523,123,1
OO,6990,PIA,DEN,3,523,157,0
OO,6738,DEN,MCI,3,524,96,0
AA,2065,DFW,DEN,3,525,125,0
CO,799,IAH,DEN,3,525,158,1
DL,1716,DEN,ATL,3,525,178,0
DL,2215,DTW,DEN,3,525,203,0
F9,403,DEN,LAX,3,525,146,1
F9,721,DCA,DEN,3,525,248,0
OO,6872,MOT,DEN,3,525,97,0
UA,456,MSP,DEN,3,525,141,0
F9,361,TPA,DEN,3,526,239,0
UA,675,ORD,DEN,3,527,170,0
OO,6328,TUS,DEN,3,529,120,0
OO,6607,MEM,DEN,3,529,169,0
AA,1126,DEN,MIA,3,530,225,0
CO,628,EWR,DEN,3,530,282,1
F9,844,SEA,DEN,3,530,151,1
OO,4507,DEN,SLC,3,530,95,1
OO,6957,MAF,DEN,3,530,118,0
WN,1075,ABQ,DEN,3,530,75,1
WN,214,DEN,LAS,3,530,120,1
OO,6595,SLC,DEN,3,534,100,0
OO,6532,CLE,DEN,3,535,206,0
OO,6895,LIT,DEN,3,535,156,0
WN,949,MCO,DEN,3,535,255,0
CO,1421,CLE,DEN,3,540,205,0
OO,7020,ASE,DEN,3,540,55,0
UA,534,PHX,DEN,3,540,120,0
WN,1684,TPA,DEN,3,540,250,0
WN,3658,RDU,DEN,3,540,250,1
WN,869,AMA,DEN,3,540,80,0
UA,33,DEN,SNA,3,541,157,0
OO,6733,TYS,DEN,3,543,214,1
OO,6920,DEN,ASE,3,544,45,0
F9,400,LAX,DEN,3,545,140,1
F9,618,PHX,DEN,3,545,105,0
WN,2357,SLC,DEN,3,545,90,1
WN,703,DEN,SMF,3,545,160,1
OO,6540,DEN,PSP,3,546,136,0
OO,6419,COS,DEN,3,547,49,1
DL,1496,DEN,MSP,3,550,121,0
WN,1126,PHX,DEN,3,550,110,0
WN,661,DEN,MDW,3,550,140,1
OO,6878,DEN,SJC,3,552,162,0
DL,1509,MSP,DEN,3,555,125,1
UA,405,LGA,DEN,3,555,272,1
WN,3512,DEN,STL,3,555,120,1
OO,6881,DEN,SMF,3,556,156,1
DL,1459,CVG,DEN,3,560,197,0
OO,6685,CID,DEN,3,560,145,0
UA,315,DFW,DEN,3,560,136,0
WN,1006,DEN,ABQ,3,560,70,0
WN,1264,LAS,DEN,3,560,115,1
WN,200,DEN,SJC,3,560,170,0
US,1530,CLT,DEN,3,564,223,1
OO,6681,XNA,DEN,3,565,123,0
WN,2885,DEN,TUS,3,565,115,0
MQ,3001,LAX,DEN,3,570,140,1
UA,427,IAD,DEN,3,572,241,0
OO,6296,DEN,ONT,3,573,142,0
OO,6736,RAP,DEN,3,574,76,0
WN,741,SFO,DEN,3,575,150,1
UA,441,BWI,DEN,3,576,247,1
OO,6982,CPR,DEN,3,579,59,0
WN,1017,MCI,DEN,3,580,120,0
OO,6634,OMA,DEN,3,581,108,0
UA,709,ORD,DEN,3,583,165,1
CO,720,DEN,CLE,3,585,163,1
OO,4818,SLC,DEN,3,585,85,1
OO,6617,OKC,DEN,3,585,106,0
US,486,PHX,DEN,3,585,109,1
WN,221,DEN,PHX,3,585,120,1
F9,762,LAS,DEN,3,587,110,0
OO,6837,DRO,DEN,3,588,62,0
WN,748,DEN,OKC,3,590,90,0
WN,869,DEN,LAX,3,590,155,1
OO,6555,GJT,DEN,3,592,58,0
F9,783,DEN,LAS,3,595,113,0
OO,6688,ICT,DEN,3,595,96,0
OO,6860,ABQ,DEN,3,595,76,0
WN,987,MDW,DEN,3,595,165,1
OO,6369,BOI,DEN,3,596,108,1
UA,731,EWR,DEN,3,597,268,0
OO,6482,DEN,COS,3,600,38,0
OO,6583,COS,DEN,3,600,49,0
WN,3763,SLC,DEN,3,600,90,1
UA,133,LAS,DEN,3,602,116,0
OO,7046,DEN,TUL,3,604,90,0
OO,6251,DEN,MSN,3,605,129,0
UA,410,DEN,CMH,3,605,163,0
OO,6542,DEN,DRO,3,606,64,1
OO,6695,DEN,ELP,3,606,109,0
OO,6742,DEN,CLE,3,606,172,1
OO,6974,DEN,MKE,3,606,143,0
UA,299,DEN,MCI,3,606,104,0
UA,740,DEN,MSY,3,607,160,0
UA,785,BOS,DEN,3,607,287,0
F9,824,MCI,DEN,3,608,107,1
OO,6668,DEN,FAR,3,608,113,1
OO,6718,DEN,XNA,3,608,102,0
OO,6722,DEN,TYS,3,608,158,0
UA,697,DEN,LAS,3,608,122,0
AA,1241,DFW,DEN,3,610,125,0
FL,303,ATL,DEN,3,610,215,0
OO,6541,DEN,BIS,3,610,95,0
OO,6544,DEN,ASE,3,610,45,0
OO,6632,DEN,SGF,3,610,107,1
WN,153,DEN,IND,3,610,145,1
WN,354,OAK,DEN,3,610,145,1
OO,6593,BIL,DEN,3,611,88,0
OO,6597,DEN,ATW,3,611,140,0
OO,6604,DEN,ATL,3,611,174,0
OO,6625,BZN,DEN,3,611,96,0
F9,659,MSP,DEN,3,612,130,0
UA,802,DEN,MCO,3,612,215,0
UA,264,DEN,PHL,3,613,214,1
OO,6217,DEN,GRR,3,614,146,1
OO,6700,DEN,LNK,3,614,80,0
OO,6867,DEN,AUS,3,614,124,0
UA,18,DEN,BWI,3,614,202,1
OO,6590,DEN,MEM,3,615,136,0
WN,958,SAN,DEN,3,615,135,1
OO,7048,DEN,ICT,3,616,80,0
UA,415,DEN,SFO,3,616,174,0
F9,234,SNA,DEN,3,618,129,1
UA,362,DEN,FSD,3,618,98,0
UA,592,DEN,MSP,3,618,122,0
OO,6627,MSN,DEN,3,619,168,0
UA,576,DEN,OKC,3,619,97,0
MQ,3816,DEN,ORD,3,620,145,1
OO,6872,DEN,PHX,3,620,124,0
OO,6920,ASE,DEN,3,620,55,0
WN,1762,DEN,DTW,3,620,170,1
WN,1945,DEN,MSY,3,620,155,1
WN,324,DEN,MCI,3,620,90,1
WN,370,LAX,DEN,3,620,135,1
WN,380,DEN,MSP,3,620,125,1
WN,459,DEN,OMA,3,620,80,1
WN,496,DEN,IAD,3,620,195,1
UA,422,DEN,EWR,3,621,225,1
UA,791,DEN,DSM,3,621,105,0
OO,6242,DEN,OMA,3,623,84,0
OO,4614,DEN,SLC,3,625,97,1
US,1524,DEN,CLT,3,625,188,0
UA,112,DEN,TPA,3,626,203,0
UA,244,DEN,ORD,3,626,143,0
OO,6570,DEN,HSV,3,628,148,0
OO,6735,DEN,MSO,3,628,133,1
F9,420,DEN,ATL,3,629,174,1
OO,6880,SLC,DEN,3,629,85,0
F9,123,DFW,DEN,3,630,121,0
F9,232,DEN,BNA,3,630,150,0
F9,370,DEN,MKE,3,630,133,0
OO,7028,DEN,SAT,3,630,128,0
WN,126,DEN,AUS,3,630,125,1
WN,134,DEN,TPA,3,630,210,1
DL,1816,DEN,ATL,3,633,172,1
F9,106,DEN,MSP,3,635,116,0
F9,130,DEN,DFW,3,635,112,0
F9,825,DEN,MCI,3,635,95,0
UA,69,DEN,LAX,3,635,155,0
WN,1980,BWI,DEN,3,635,260,1
WN,530,HOU,DEN,3,635,150,0
WN,973,DEN,BNA,3,635,145,0
OO,6656,DEN,BNA,3,639,150,0
AA,1034,DEN,DFW,3,640,120,0
F9,367,MKE,DEN,3,640,155,0
F9,448,DEN,PHL,3,640,209,0
WN,518,SNA,DEN,3,640,135,1
F9,191,DEN,DAY,3,645,155,1
F9,510,DEN,LGA,3,645,221,1
F9,674,DEN,MCO,3,645,212,0
UA,902,DEN,IAD,3,645,197,1
UA,154,DEN,BOS,3,646,233,0
UA,812,DEN,DFW,3,646,119,0
OO,6960,DEN,RAP,3,648,69,0
F9,350,DEN,PHF,3,650,215,1
F9,623,DEN,DTW,3,650,164,0
UA,756,DEN,IAH,3,650,150,1
F9,846,SEA,DEN,3,651,150,1
OO,6497,DEN,LIT,3,651,125,1
F9,654,SFO,DEN,3,654,146,1
UA,484,DEN,DCA,3,654,195,0
B6,496,DEN,BOS,3,655,223,1
F9,212,DEN,AUS,3,655,123,0
OO,6628,DEN,BHM,3,656,147,1
DL,1717,ATL,DEN,3,660,207,0
DL,2830,DEN,MSP,3,660,115,1
F9,226,SMF,DEN,3,660,134,1
F9,404,LAX,DEN,3,660,134,1
F9,516,PDX,DEN,3,660,142,0
F9,558,SAN,DEN,3,660,133,0
WN,2357,DEN,BOS,3,660,225,1
OO,4700,SLC,DEN,3,663,87,1
OO,6990,DEN,MAF,3,664,96,0
OO,6441,DEN,DAY,3,665,159,0
UA,310,DEN,LGA,3,665,223,1
WN,3401,DEN,SAT,3,665,130,1
UA,279,ORD,DEN,3,666,165,0
WN,196,SEA,DEN,3,670,160,1
WN,731,DEN,PHL,3,670,220,1
OO,7027,COS,DEN,3,672,40,0
DL,2090,DEN,JFK,3,673,237,0
OO,6559,DEN,ASE,3,675,45,0
OO,6606,DEN,MLI,3,675,120,0
WN,2461,DEN,AMA,3,675,70,1
OO,6942,DEN,COS,3,676,38,0
OO,6615,DEN,GTF,3,677,120,0
OO,7050,DEN,GCC,3,677,91,0
OO,6981,DEN,TUS,3,678,120,1
UA,450,SNA,DEN,3,678,139,0
UA,721,DEN,SFO,3,678,174,0
OO,6258,DEN,EGE,3,679,45,1
OO,7044,OMA,DEN,3,679,97,1
US,962,DEN,PHL,3,680,208,1
WN,1115,MSP,DEN,3,680,135,1
OO,6296,ONT,DEN,3,681,137,1
OO,6532,DEN,BUR,3,681,153,1
OO,6927,DEN,HLN,3,681,116,1
OO,6726,DEN,JAC,3,682,93,0
UA,862,SFO,DEN,3,682,152,0
OO,6337,DEN,GJT,3,683,58,1
OO,6876,PDX,DEN,3,683,145,0
UA,876,SEA,DEN,3,683,152,0
OO,6297,PSP,DEN,3,684,131,1
OO,6377,DEN,CPR,3,684,60,0
AA,1847,DFW,DEN,3,685,125,0
DL,1510,DEN,DTW,3,685,170,1
UA,743,DEN,GEG,3,685,151,0
WN,2092,STL,DEN,3,685,150,1
OO,6534,DEN,IDA,3,686,100,0
OO,6544,ASE,DEN,3,686,45,0
UA,936,DEN,IAD,3,686,195,0
OO,6573,DEN,HDN,3,687,51,1
OO,6765,DEN,BZN,3,687,113,0
OO,6881,SMF,DEN,3,687,137,1
F9,784,LAS,DEN,3,688,112,0
OO,6574,RDM,DEN,3,688,136,0
UA,342,SAN,DEN,3,688,142,1
OO,6878,SJC,DEN,3,689,145,0
UA,579,DEN,BIL,3,689,93,0
UA,814,LAX,DEN,3,689,145,0
F9,362,DEN,SDF,3,690,143,1
F9,618,DEN,IND,3,690,137,0
OO,6733,DEN,RNO,3,690,139,1
UA,301,DEN,LAS,3,690,122,0
UA,339,DEN,SEA,3,690,183,0
WN,1952,LAX,DEN,3,690,135,1
WN,3138,IND,DEN,3,690,185,1
OO,6527,DEN,MTJ,3,691,56,0
OO,6621,GEG,DEN,3,691,134,1
OO,6257,AUS,DEN,3,692,134,1
CO,58,DEN,IAH,3,695,139,1
DL,1809,MSP,DEN,3,695,127,0
OO,6611,DEN,PHX,3,695,111,1
UA,259,MCO,DEN,3,695,250,0
UA,367,IAH,DEN,3,695,156,0
UA,763,DEN,SAN,3,695,149,0
WN,2855,DEN,LAS,3,695,120,1
OO,6542,DRO,DEN,3,696,58,0
UA,403,DEN,SNA,3,696,157,0
OO,6734,DEN,CID,3,699,111,0
UA,227,DEN,LAX,3,699,156,0
F9,358,DEN,TPA,3,700,204,0
F9,531,DEN,MDW,3,700,135,1
OO,4583,DEN,SLC,3,700,89,1
F9,724,DEN,DCA,3,705,193,1
UA,369,DEN,PDX,3,705,178,1
WN,1135,DEN,OAK,3,705,170,1
WN,160,DEN,SMF,3,705,160,1
WN,1678,DEN,RNO,3,705,145,1
WN,1684,DEN,PDX,3,705,175,1
WN,3421,MDW,DEN,3,705,160,1
WN,3658,DEN,SJC,3,705,165,1
WN,949,DEN,SLC,3,705,90,1
DL,1316,DEN,ATL,3,707,173,0
F9,146,DEN,HOU,3,707,137,0
UA,315,DEN,ONT,3,707,145,0
OO,6307,RNO,DEN,3,708,134,0
US,1525,CLT,DEN,3,710,234,1
OO,6636,PSC,DEN,3,712,131,0
UA,956,DEN,ORD,3,712,144,0
OO,6663,DEN,EUG,3,713,173,1
UA,43,DEN,HNL,3,714,458,1
DL,1411,DTW,DEN,3,715,190,1
OO,6626,DEN,PSP,3,715,133,0
UA,503,DFW,DEN,3,716,128,0
UA,267,ORD,DEN,3,717,158,1
AA,806,DEN,DFW,3,720,115,0
UA,98,LAS,DEN,3,720,116,0
WN,912,DEN,FLL,3,720,230,0
AS,675,DEN,SEA,3,725,172,0
MQ,3044,LAX,DEN,3,725,140,1
US,1630,DEN,CLT,3,725,183,1
WN,3763,DEN,BWI,3,725,200,1
OO,6560,FAR,DEN,3,726,118,0
OO,6937,DEN,DRO,3,727,64,0
UA,245,DEN,SJC,3,728,166,1
UA,781,MCI,DEN,3,730,114,0
OO,6361,TUL,DEN,3,733,106,0
UA,103,DEN,SMF,3,733,162,0
UA,561,DEN,OAK,3,733,168,0
US,662,DEN,PHX,3,733,112,1
F9,505,DEN,SEA,3,735,173,1
F9,659,DEN,SFO,3,735,157,0
